id;nome;uf;populacao;pib;estado_id;codigo_ibg;OID_;MUNICIPIO;UF_1;MUNICIPI_1;UF_12
2566;Alcantil;PB;5239;25167;15;2500536;161;Aparecida;PB;Alcantil;PB
2569;Amparo;PB;2088;10312;15;2500734;161;Aparecida;PB;Amparo;PB
2570;Aparecida;PB;7676;34357;15;2500775;161;Aparecida;PB;Aparecida;PB
3701;Bom Jesus;RN;9440;46809;20;2401701;274;├ügua Nova;RN;Bom Jesus;PB
3702;Brejinho;RN;11577;60567;20;2401800;274;├ügua Nova;RN;Brejinho;PE
2622;Congo;PB;4687;29041;15;2504702;161;Aparecida;PB;Congo;PB
3757;Lucr├®cia;RN;3633;18137;20;2406908;274;├ügua Nova;RN;Lucr├®cia;RN
2625;Cruz do Esp├¡rito Santo;PB;16257;84952;15;2504900;161;Aparecida;PB;Cruz do Esp├¡rito Santo;PB
2626;Cubati;PB;6866;29356;15;2505006;161;Aparecida;PB;Cubati;PB
2782;Vista Serrana;PB;3512;15085;15;2505501;161;Aparecida;PB;Vista Serrana;PB
2783;Zabel├¬;PB;2075;10369;15;2517407;161;Aparecida;PB;Zabel├¬;PB
2592;Bom Sucesso;PB;5035;23151;15;2502300;161;Aparecida;PB;Bom Sucesso;PB
2593;Bonito de Santa F├®;PB;10804;47127;15;2502409;161;Aparecida;PB;Bonito de Santa F├®;PB
2787;Agrestina;PE;22679;125572;16;2600302;0;Araripina;PE;Agrestina;PE
2789;├üguas Belas;PE;40235;178224;16;2600500;0;Araripina;PE;├üguas Belas;PE
2794;Angelim;PE;10202;42085;16;2601003;0;Araripina;PE;Angelim;PE
2796;Araripina;PE;77302;413682;16;2601102;0;Araripina;PE;Araripina;PE
2797;Arcoverde;PE;68793;415858;16;2601201;0;Araripina;PE;Arcoverde;PE
2798;Barra de Guabiraba;PE;12776;51451;16;2601300;0;Araripina;PE;Barra de Guabiraba;PE
2831;Cedro;PE;10778;46144;16;2604304;0;Araripina;PE;Cedro;PE
2802;Belo Jardim;PE;72432;784639;16;2601706;0;Araripina;PE;Belo Jardim;PE
2803;Bet├ónia;PE;12003;48656;16;2601805;0;Araripina;PE;Bet├ónia;PE
2806;Bom Conselho;PE;45503;310636;16;2602100;0;Araripina;PE;Bom Conselho;PE
2804;Bezerros;PE;58668;337154;16;2601904;0;Araripina;PE;Bezerros;PE
2805;Bodoc├│;PE;35158;167561;16;2602001;0;Araripina;PE;Bodoc├│;PE
2811;Brejo da Madre de Deus;PE;45180;193454;16;2602605;0;Araripina;PE;Brejo da Madre de Deus;PE
2807;Bom Jardim;PE;37826;187373;16;2602209;0;Araripina;PE;Bom Jardim;PE
2809;Brej├úo;PE;8844;55380;16;2602407;0;Araripina;PE;Brej├úo;PE
2810;Brejinho;PE;7307;30283;16;2602506;0;Araripina;PE;Brejinho;PE
2673;Mari;PB;21176;98329;15;2509107;161;Aparecida;PB;Mari;PB
3717;Doutor Severiano;RN;6492;29407;20;2403202;274;├ügua Nova;RN;Doutor Severiano;RN
3761;Major Sales;RN;3536;17665;20;2407252;274;├ügua Nova;RN;Major Sales;RN
2888;Machados;PE;13596;67865;16;2609105;0;Araripina;PE;Machados;PE
2643;Gurinh├®m;PB;13872;62246;15;2506400;161;Aparecida;PB;Gurinh├®m;PB
2716;Quixab├í;PB;1699;9168;15;2512606;161;Aparecida;PB;Quixab├í;PB
3688;Almino Afonso;RN;4871;21464;20;2400604;274;├ügua Nova;RN;Almino Afonso;RN
2740;S├úo Domingos do Cariri;PB;2420;12311;15;2513943;161;Aparecida;PB;S├úo Domingos do Cariri;PB
2808;Bonito;PE;37566;203314;16;2602308;0;Araripina;PE;Bonito;PE
2813;Bu├¡que;PE;52105;272624;16;2602803;0;Araripina;PE;Bu├¡que;PE
2816;Cachoeirinha;PE;18819;103417;16;2603108;0;Araripina;PE;Cachoeirinha;PE
2828;Caruaru;PE;314912;3003634;16;2604106;0;Araripina;PE;Caruaru;PE
2829;Casinhas;PE;13766;67504;16;2604155;0;Araripina;PE;Casinhas;PE
2835;Correntes;PE;17419;80334;16;2604700;0;Araripina;PE;Correntes;PE
2839;Cust├│dia;PE;33855;207616;16;2605103;0;Araripina;PE;Cust├│dia;PE
2837;Cumaru;PE;17183;94205;16;2604908;0;Araripina;PE;Cumaru;PE
2843;Feira Nova;PE;20571;86263;16;2605400;0;Araripina;PE;Feira Nova;PE
2846;Flores;PE;22169;89068;16;2605608;0;Araripina;PE;Flores;PE
2847;Floresta;PE;29285;286209;16;2605707;0;Araripina;PE;Floresta;PE
2848;Frei Miguelinho;PE;14293;60200;16;2605806;0;Araripina;PE;Frei Miguelinho;PE
2850;Garanhuns;PE;129408;1140082;16;2606002;0;Araripina;PE;Garanhuns;PE
2856;Ibimirim;PE;26954;138622;16;2606606;0;Araripina;PE;Ibimirim;PE
2861;Inaj├í;PE;19081;90698;16;2607000;0;Araripina;PE;Inaj├í;PE
2864;Ipubi;PE;28120;139206;16;2607307;0;Araripina;PE;Ipubi;PE
2866;Ita├¡ba;PE;26256;171267;16;2607505;0;Araripina;PE;Ita├¡ba;PE
2868;Itapetim;PE;13881;59350;16;2607703;0;Araripina;PE;Itapetim;PE
2877;Jucati;PE;10604;51840;16;2608255;0;Araripina;PE;Jucati;PE
2878;Jupi;PE;13705;72204;16;2608305;0;Araripina;PE;Jupi;PE
2879;Jurema;PE;14541;64304;16;2608404;0;Araripina;PE;Jurema;PE
2885;Lajedo;PE;36628;194519;16;2608800;0;Araripina;PE;Lajedo;PE
2891;Mirandiba;PE;14308;63997;16;2609303;0;Araripina;PE;Mirandiba;PE
2892;Moreil├óndia;PE;11132;50680;16;2614303;0;Araripina;PE;Moreil├óndia;PE
2886;Limoeiro;PE;55439;324666;16;2608909;0;Araripina;PE;Limoeiro;PE
2889;Manari;PE;18083;68949;16;2609154;0;Araripina;PE;Manari;PE
2896;Orob├│;PE;22878;102259;16;2609709;0;Araripina;PE;Orob├│;PE
2901;Panelas;PE;25645;105295;16;2610202;0;Araripina;PE;Panelas;PE
2898;Ouricuri;PE;64358;308963;16;2609907;0;Araripina;PE;Ouricuri;PE
2900;Palmeirina;PE;8189;41444;16;2610103;0;Araripina;PE;Palmeirina;PE
2902;Paranatama;PE;11001;51518;16;2610301;0;Araripina;PE;Paranatama;PE
2907;Pedra;PE;20944;136273;16;2610806;0;Araripina;PE;Pedra;PE
2903;Parnamirim;PE;20224;103501;16;2610400;0;Araripina;PE;Parnamirim;PE
2904;Passira;PE;28628;128226;16;2610509;0;Araripina;PE;Passira;PE
2906;Paulista;PE;300466;2129675;16;2610707;0;Araripina;PE;Paulista;PB
2908;Pesqueira;PE;62931;345822;16;2610905;0;Araripina;PE;Pesqueira;PE
2917;Riacho das Almas;PE;19162;101073;16;2611705;0;Araripina;PE;Riacho das Almas;PE
2941;S├úo Vicente Ferrer;PE;17000;94852;16;2613800;0;Araripina;PE;S├úo Vicente Ferrer;PE
2911;Po├º├úo;PE;11242;49338;16;2611200;0;Araripina;PE;Po├º├úo;PE
2915;Quixaba;PE;6739;28296;16;2611533;0;Araripina;PE;Quixaba;PE
2920;Sair├®;PE;11240;85263;16;2612000;0;Araripina;PE;Sair├®;PE
2921;Salgadinho;PE;9312;53829;16;2612109;0;Araripina;PE;Salgadinho;PE
2922;Salgueiro;PE;56629;445485;16;2612208;0;Araripina;PE;Salgueiro;PE
2924;Sanhar├│;PE;21955;104564;16;2612406;0;Araripina;PE;Sanhar├│;PE
2925;Santa Cruz;PE;13594;58311;16;2612455;0;Araripina;PE;Santa Cruz;PB
2926;Santa Cruz da Baixa Verde;PE;11768;42117;16;2612471;0;Araripina;PE;Santa Cruz da Baixa Verde;PE
2927;Santa Cruz do Capibaribe;PE;87582;579347;16;2612505;0;Araripina;PE;Santa Cruz do Capibaribe;PE
2930;Santa Maria do Cambuc├í;PE;13021;72692;16;2612703;0;Araripina;PE;Santa Maria do Cambuc├í;PE
2933;S├úo Bento do Una;PE;53242;285254;16;2613008;0;Araripina;PE;S├úo Bento do Una;PE
2934;S├úo Caitano;PE;35274;158228;16;2613107;0;Araripina;PE;S├úo Caitano;PE
2936;S├úo Joaquim do Monte;PE;20488;113549;16;2613305;0;Araripina;PE;S├úo Joaquim do Monte;PE
2938;S├úo Jos├® do Belmonte;PE;32617;141867;16;2613503;0;Araripina;PE;S├úo Jos├® do Belmonte;PE
2939;S├úo Jos├® do Egito;PE;31829;161820;16;2613602;0;Araripina;PE;S├úo Jos├® do Egito;PE
2942;Serra Talhada;PE;79232;708567;16;2613909;0;Araripina;PE;Serra Talhada;PE
2943;Serrita;PE;18331;78261;16;2614006;0;Araripina;PE;Serrita;PE
2944;Sert├ónia;PE;33787;198391;16;2614105;0;Araripina;PE;Sert├ónia;PE
2947;Surubim;PE;58515;357515;16;2614501;0;Araripina;PE;Surubim;PE
2577;Aroeiras;PB;19082;78026;15;2501302;161;Aparecida;PB;Aroeiras;PB
2948;Tabira;PE;26427;113183;16;2614600;0;Araripina;PE;Tabira;PE
2949;Tacaimb├│;PE;12725;55788;16;2614709;0;Araripina;PE;Tacaimb├│;PE
2954;Terra Nova;PE;9278;44352;16;2615201;0;Araripina;PE;Terra Nova;PE
2958;Trindade;PE;26116;141058;16;2615607;0;Araripina;PE;Trindade;PE
2624;Coxixola;PB;1771;10385;15;2504850;161;Aparecida;PB;Coxixola;PB
2674;Mariz├│polis;PB;6173;26786;15;2509156;161;Aparecida;PB;Mariz├│polis;PB
3684;A├ºu;RN;53227;403713;20;2400208;274;├ügua Nova;RN;A├ºu;RN
3685;Afonso Bezerra;RN;10844;46856;20;2400307;274;├ügua Nova;RN;Afonso Bezerra;RN
2780;V├írzea;PB;2504;14940;15;2517100;161;Aparecida;PB;V├írzea;PB
2785;Afogados da Ingazeira;PE;35088;197718;16;2600104;0;Araripina;PE;Afogados da Ingazeira;PE
2960;Tupanatinga;PE;24425;110142;16;2615805;0;Araripina;PE;Tupanatinga;PE
2961;Tuparetama;PE;7925;39625;16;2615904;0;Araripina;PE;Tuparetama;PE
3700;Bod├│;RN;2425;18254;20;2401651;274;├ügua Nova;RN;Bod├│;RN
2963;Verdejante;PE;9142;40864;16;2616100;0;Araripina;PE;Verdejante;PE
3704;Cai├ºara do Rio do Vento;RN;3308;19721;20;2401909;274;├ügua Nova;RN;Cai├ºara do Rio do Vento;RN
3683;Acari;RN;11035;69464;20;2400109;274;├ügua Nova;RN;Acari;RN
2964;Vertente do L├®rio;PE;7873;63383;16;2616183;0;Araripina;PE;Vertente do L├®rio;PE
2965;Vertentes;PE;18222;94956;16;2616209;0;Araripina;PE;Vertentes;PE
3686;├ügua Nova;RN;2980;15224;20;2400406;274;├ügua Nova;RN;├ügua Nova;RN
3795;Rafael Fernandes;RN;4692;25836;20;2410504;274;├ügua Nova;RN;Rafael Fernandes;RN
716;Jati;CE;7660;30035;6;2307205;39;Abaiara;CE;Jati;CE
3743;Jardim de Piranhas;RN;13506;76714;20;2405603;274;├ügua Nova;RN;Jardim de Piranhas;RN
3758;Lu├¡s Gomes;RN;9610;44571;20;2407005;274;├ügua Nova;RN;Lu├¡s Gomes;RN
757;Penaforte;CE;8226;44004;6;2310605;39;Abaiara;CE;Penaforte;CE
3789;Pil├Áes;RN;3453;19292;20;2410009;274;├ügua Nova;RN;Pil├Áes;RN
718;Juazeiro do Norte;CE;249939;1959969;6;2307304;39;Abaiara;CE;Juazeiro do Norte;CE
723;Maracana├║;CE;209057;4100336;6;2307650;39;Abaiara;CE;Maracana├║;CE
650;Brejo Santo;CE;45193;239566;6;2302503;39;Abaiara;CE;Brejo Santo;CE
642;Barbalha;CE;55323;454410;6;2301901;39;Abaiara;CE;Barbalha;CE
631;Aquiraz;CE;72628;682571;6;2301000;39;Abaiara;CE;Aquiraz;CE
632;Aracati;CE;69159;560865;6;2301109;39;Abaiara;CE;Aracati;CE
639;Aurora;CE;24566;98163;6;2301703;39;Abaiara;CE;Aurora;CE
640;Baixio;CE;6026;25021;6;2301802;39;Abaiara;CE;Baixio;CE
644;Barro;CE;21514;88488;6;2302008;39;Abaiara;CE;Barro;CE
647;Beberibe;CE;49311;252153;6;2302206;39;Abaiara;CE;Beberibe;CE
664;Cedro;CE;24527;106408;6;2303808;39;Abaiara;CE;Cedro;PE
678;Fortaleza;CE;2452185;37106309;6;2304400;39;Abaiara;CE;Fortaleza;CE
657;Cariria├ºu;CE;26393;95077;6;2303204;39;Abaiara;CE;Cariria├ºu;CE
679;Fortim;CE;14817;78141;6;2304459;39;Abaiara;CE;Fortim;CE
660;Cascavel;CE;66142;447137;6;2303501;39;Abaiara;CE;Cascavel;CE
663;Caucaia;CE;325441;2597520;6;2303709;39;Abaiara;CE;Caucaia;CE
675;Eus├®bio;CE;46033;1271649;6;2304285;39;Abaiara;CE;Eus├®bio;CE
670;Crato;CE;121428;846429;6;2304202;39;Abaiara;CE;Crato;CE
667;Chorozinho;CE;18915;90323;6;2303956;39;Abaiara;CE;Chorozinho;CE
684;Granjeiro;CE;4629;19560;6;2304806;39;Abaiara;CE;Granjeiro;CE
686;Guai├║ba;CE;24091;100646;6;2304954;39;Abaiara;CE;Guai├║ba;CE
694;Icapu├¡;CE;18392;191557;6;2305357;39;Abaiara;CE;Icapu├¡;CE
730;Milagres;CE;28316;116869;6;2308302;39;Abaiara;CE;Milagres;CE
699;Ipaumirim;CE;12009;50180;6;2305704;39;Abaiara;CE;Ipaumirim;CE
695;Ic├│;CE;65456;287336;6;2305407;39;Abaiara;CE;Ic├│;CE
715;Jardim;CE;26688;102759;6;2307106;39;Abaiara;CE;Jardim;CE
711;Jaguaretama;CE;17863;90615;6;2306702;39;Abaiara;CE;Jaguaretama;CE
704;Itai├ºaba;CE;7316;35175;6;2306207;39;Abaiara;CE;Itai├ºaba;CE
705;Itaitinga;CE;35817;183012;6;2306256;39;Abaiara;CE;Itaitinga;CE
712;Jaguaribara;CE;10399;58002;6;2306801;39;Abaiara;CE;Jaguaribara;CE
713;Jaguaribe;CE;34409;223809;6;2306900;39;Abaiara;CE;Jaguaribe;CE
733;Miss├úo Velha;CE;34274;151710;6;2308401;39;Abaiara;CE;Miss├úo Velha;CE
720;Lavras da Mangabeira;CE;31090;120970;6;2307502;39;Abaiara;CE;Lavras da Mangabeira;CE
721;Limoeiro do Norte;CE;56264;402180;6;2307601;39;Abaiara;CE;Limoeiro do Norte;CE
724;Maranguape;CE;113561;753273;6;2307700;39;Abaiara;CE;Maranguape;CE
728;Mauriti;CE;44240;176512;6;2308104;39;Abaiara;CE;Mauriti;CE
736;Morada Nova;CE;62065;383023;6;2308708;39;Abaiara;CE;Morada Nova;CE
744;Ocara;CE;24007;84802;6;2309458;39;Abaiara;CE;Ocara;CE
746;Pacajus;CE;61838;514524;6;2309607;39;Abaiara;CE;Pacajus;CE
747;Pacatuba;CE;72299;554878;6;2309706;39;Abaiara;CE;Pacatuba;CE
750;Palhano;CE;8866;46890;6;2310001;39;Abaiara;CE;Palhano;CE
764;Porteiras;CE;15061;59399;6;2311108;39;Abaiara;CE;Porteiras;CE
774;Russas;CE;69833;555646;6;2311801;39;Abaiara;CE;Russas;CE
771;Quixer├®;CE;19412;776829;6;2311504;39;Abaiara;CE;Quixer├®;CE
782;S├úo Jo├úo do Jaguaribe;CE;7900;41946;6;2312502;39;Abaiara;CE;S├úo Jo├úo do Jaguaribe;CE
781;S├úo Gon├ºalo do Amarante;CE;43890;1117611;6;2312403;39;Abaiara;CE;S├úo Gon├ºalo do Amarante;CE
788;Tabuleiro do Norte;CE;29204;170464;6;2313104;39;Abaiara;CE;Tabuleiro do Norte;CE
797;Umari;CE;7545;29244;6;2313708;39;Abaiara;CE;Umari;CE
802;V├írzea Alegre;CE;38434;161977;6;2314003;39;Abaiara;CE;V├írzea Alegre;CE
760;Pindoretama;CE;18683;90237;6;2310852;39;Abaiara;CE;Pindoretama;CE
3778;Parelhas;RN;20354;128053;20;2408904;274;├ügua Nova;RN;Parelhas;RN
3779;Parnamirim;RN;202456;2350562;20;2403251;274;├ügua Nova;RN;Parnamirim;PE
3781;Passagem;RN;2895;16133;20;2409209;274;├ügua Nova;RN;Passagem;PB
3782;Patu;RN;11964;59390;20;2409308;274;├ügua Nova;RN;Patu;RN
3783;Pau dos Ferros;RN;27745;225508;20;2409407;274;├ügua Nova;RN;Pau dos Ferros;RN
3785;Pedra Preta;RN;2590;14421;20;2409605;274;├ügua Nova;RN;Pedra Preta;RN
3786;Pedro Avelino;RN;7171;37690;20;2409704;274;├ügua Nova;RN;Pedro Avelino;RN
3788;Pend├¬ncias;RN;13432;142977;20;2409902;274;├ügua Nova;RN;Pend├¬ncias;RN
2946;Solid├úo;PE;5744;25225;16;2614402;0;Araripina;PE;Solid├úo;PE
3791;Portalegre;RN;7320;33893;20;2410207;274;├ügua Nova;RN;Portalegre;RN
2790;Alagoinha;PE;13759;63413;16;2600609;0;Araripina;PE;Alagoinha;PE
3796;Rafael Godeiro;RN;3063;15905;20;2410603;274;├ügua Nova;RN;Rafael Godeiro;RN
2584;Barra de S├úo Miguel;PB;5611;26724;15;2501708;161;Aparecida;PB;Barra de S├úo Miguel;PB
3797;Riacho da Cruz;RN;3165;15014;20;2410702;274;├ügua Nova;RN;Riacho da Cruz;RN
3798;Riacho de Santana;RN;4156;22592;20;2410801;274;├ügua Nova;RN;Riacho de Santana;RN
3801;Rodolfo Fernandes;RN;4418;20752;20;2411007;274;├ügua Nova;RN;Rodolfo Fernandes;RN
3803;Santa Cruz;RN;35797;191332;20;2411205;274;├ügua Nova;RN;Santa Cruz;PB
2772;Sum├®;PB;16060;78869;15;2516300;161;Aparecida;PB;Sum├®;PB
2582;Barra de Santana;PB;8206;35667;15;2501575;161;Aparecida;PB;Barra de Santana;PB
2585;Bayeux;PB;99716;698617;15;2501807;161;Aparecida;PB;Bayeux;PB
2587;Bel├®m do Brejo do Cruz;PB;7143;30877;15;2502003;161;Aparecida;PB;Bel├®m do Brejo do Cruz;PB
2773;Tapero├í;PB;14936;65410;15;2516508;161;Aparecida;PB;Tapero├í;PB
2588;Bernardino Batista;PB;3075;13243;15;2502052;161;Aparecida;PB;Bernardino Batista;PB
3816;S├úo Jos├® do Serid├│;RN;4231;32131;20;2412401;274;├ügua Nova;RN;S├úo Jos├® do Serid├│;RN
3817;S├úo Miguel;RN;22157;112001;20;2412500;274;├ügua Nova;RN;S├úo Miguel;RN
2776;Ten├│rio;PB;2813;13907;15;2516755;161;Aparecida;PB;Ten├│rio;PB
2777;Triunfo;PB;9220;38459;15;2516805;161;Aparecida;PB;Triunfo;PE
2610;Campina Grande;PB;385213;4336824;15;2504009;161;Aparecida;PB;Campina Grande;PB
3806;Santana do Serid├│;RN;2526;17293;20;2411429;274;├ügua Nova;RN;Santana do Serid├│;RN
3821;S├úo Rafael;RN;8111;43984;20;2412807;274;├ügua Nova;RN;S├úo Rafael;RN
2956;Toritama;PE;35554;222209;16;2615409;0;Araripina;PE;Toritama;PE
2602;Cacimba de Areia;PB;3557;16503;15;2503407;161;Aparecida;PB;Cacimba de Areia;PB
2613;Cara├║bas;PB;3899;20101;15;2504074;161;Aparecida;PB;Cara├║bas;PB
2614;Carrapateira;PB;2378;12171;15;2504108;161;Aparecida;PB;Carrapateira;PB
2617;Catol├® do Rocha;PB;28759;162776;15;2504306;161;Aparecida;PB;Catol├® do Rocha;PB
2778;Uira├║na;PB;14584;74993;15;2516904;161;Aparecida;PB;Uira├║na;PB
